af_shell10.mtx,1508065,1508065,52672325,1840916875,1,0.000000,0.000000,0.000000,0.000000,0.000000
cant.mtx,62451,62451,4007383,269486473,1,0.000000,0.000000,0.000000,0.000000,0.000000
case39.mtx,40216,40216,1042160,4048569774,1,0.000000,0.000000,0.000000,0.000000,0.000000
conf5_4-8x8-05.mtx,49152,49152,1916928,74760192,1,0.000000,0.000000,0.000000,0.000000,0.000000
consph.mtx,83334,83334,6010480,463845030,1,0.000000,0.000000,0.000000,0.000000,0.000000
cop20k_A.mtx,121192,121192,2624331,79883385,1,0.000000,0.000000,0.000000,0.000000,0.000000
gupta3.mtx,16783,16783,9323427,30715971817,1,0.000000,0.000000,0.000000,0.000000,0.000000
mac_econ_fwd500.mtx,206500,206500,1273389,7556897,1,0.000000,0.000000,0.000000,0.000000,0.000000
mc2depi.mtx,525825,525825,2100225,8391680,1,0.000000,0.000000,0.000000,0.000000,0.000000
pdb1HYS.mtx,36417,36417,4344765,555322659,1,0.000000,0.000000,0.000000,0.000000,0.000000
pkustk12.mtx,94653,94653,7512317,2680479077,1,0.000000,0.000000,0.000000,0.000000,0.000000
pwtk.mtx,217918,217918,11634424,626054402,1,0.000000,0.000000,0.000000,0.000000,0.000000
rma10.mtx,46835,46835,2374001,156480259,1,0.000000,0.000000,0.000000,0.000000,0.000000
scircuit.mtx,170998,170998,958936,8676313,1,0.000000,0.000000,0.000000,0.000000,0.000000
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,477.790009,14.721000,4.727000,228.725006
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,481.170990,15.439000,7.102000,228.608002
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,478.272003,14.577000,7.063000,230.623001
webbase-1M.mtx,1000005,1000005,3105536,69524195,71776119061217280,0.000000,10732.531250,10.547000,4.564000,1.267000
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,477.850006,14.618000,4.684000,227.011993
TSOPF_FS_b300_c2.mtx,56814,56814,8767466,53947137470,71776119061217280,0.000000,3487.501953,10.243000,4.649000,221.182007
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,502.033997,15.868000,4.627000,226.257996
TSOPF_FS_b300_c2.mtx,56814,56814,8767466,53947137470,71776119061217280,0.000000,3296.843994,10.372000,4.657000,224.718994
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,479.326996,10.799000,4.579000,1.588000
TSOPF_FS_b300_c2.mtx,56814,56814,8767466,53947137470,71776119061217280,0.000000,3309.300049,27.028999,4.581000,28.911001
af_shell10.mtx,1508065,1508065,52672325,1840916875,71776119061217280,0.000000,1004.945984,10.261000,4.558000,0.763000
cant.mtx,62451,62451,4007383,269486473,71776119061217280,0.000000,116.647003,16.062000,4.614000,8.007000
case39.mtx,40216,40216,1042160,4048569774,71776119061217280,0.000000,4449.152832,26.228001,4.596000,26.744999
