(null),0,0,0,0,0,0.000000,0.000004,0.000008
(null),0,0,0,0,0,0.000000,0.000004,0.000008
(null),0,0,0,0,0,0.000000,0.000004,0.000008
wang.mtx,26064,26064,177168,1209234,0,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,0,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,1,0.000000,1.451115,1.612324
want.mtx,0,0,0,0,1,0.000000,0.000004,0.000008
wang.mtx,26064,26064,177168,1209234,1,0.000000,1.451115,1.612324
wang.mtx,26064,26064,177168,1209234,1,0.000000,1.451115,1.612324
wang.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
wang3.mtx,26064,26064,177168,1209234,71776119061217280,0.000000,1.451115,1.612324
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
rma10.mtx,46835,46835,2374001,156480259,71776119061217280,0.000000,18.290855,13.464215
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,1,0.000000,86.678841,83.461150
TSOPF_FS_b300_c2.mtx,56814,56814,8767466,53947137470,1,0.000000,67.107189,45.411306
af_shell10.mtx,1508065,1508065,52672325,1840916875,1,0.000000,407.610764,294.762944
cant.mtx,62451,62451,4007383,269486473,1,0.000000,30.812141,22.455363
case39.mtx,40216,40216,1042160,4048569774,1,0.000000,8.104465,5.876381
conf5_4-8x8-05.mtx,49152,49152,1916928,74760192,1,0.000000,14.812504,11.832039
consph.mtx,83334,83334,6010480,463845030,1,0.000000,46.174221,36.057926
cop20k_A.mtx,121192,121192,2624331,79883385,1,0.000000,20.484371,35.026195
gupta3.mtx,16783,16783,9323427,30715971817,1,0.000000,71.196129,48.834277
mac_econ_fwd500.mtx,206500,206500,1273389,7556897,1,0.000000,10.502926,21.510694
mc2depi.mtx,525825,525825,2100225,8391680,1,0.000000,18.029312,18.881272
pdb1HYS.mtx,36417,36417,4344765,555322659,1,0.000000,33.286850,23.432805
pkustk12.mtx,94653,94653,7512317,2680479077,1,0.000000,57.675507,46.857644
pwtk.mtx,217918,217918,11634424,626054402,1,0.000000,89.594906,62.738144
rma10.mtx,46835,46835,2374001,156480259,1,0.000000,18.290855,13.464215
scircuit.mtx,170998,170998,958936,8676313,1,0.000000,7.968410,13.644417
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
webbase-1M.mtx,1000005,1000005,3105536,69524195,71776119061217280,0.000000,27.508080,34.068951
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
TSOPF_FS_b300_c2.mtx,56814,56814,8767466,53947137470,71776119061217280,0.000000,67.107189,45.411306
SiO2.mtx,155331,155331,11283503,14261280271,71776119061217280,0.000000,86.678841,83.461150
